Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIZ13895,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ16284,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NJ,Homo sapiens,oronasopharynx,2020-03-04,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13900,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ16288,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Tao,Y., Paden,C.R., Zhang,J., Queen,K., Uehara,A., Li,Y., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NJ,Homo sapiens,oronasopharynx,2020-03-04,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14243,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14244,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14245,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14249,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13909,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13910,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14256,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4341,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,"ORF1a polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14260,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13921,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14264,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14265,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13924,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14269,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14270,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13995,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14003,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14005,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14007,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14010,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14012,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14286,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14013,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14015,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14018,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14341,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14021,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14342,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14027,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14028,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14029,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14353,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14036,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14037,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14038,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14357,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14358,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14041,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14043,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14045,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14047,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ14366,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14049,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14369,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14376,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4396,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"ORF1a polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14382,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14056,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14057,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14385,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14059,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ14060,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14388,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4326,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"ORF1a polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14395,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"envelope protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14123,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14407,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ14409,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13421,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-23,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14133,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14452,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14134,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14454,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14455,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ13513,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14463,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13518,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14144,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14469,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14146,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13609,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7089,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ13610,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4398,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,"ORF1a polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14477,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13613,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13615,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13616,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14482,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14153,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14641,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13620,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14158,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14646,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14490,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14647,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ14492,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14493,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14649,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13626,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14495,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14161,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
